epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
126,13137.4,1.1782,0.72402,1.15928,0.71452,0.67193,0.70112,0.39947,1.24816,0.80569,1.1732,0.0038125,0.0038125,0.0038125
127,13241.4,1.16118,0.72632,1.14508,0.70618,0.6739,0.70124,0.39798,1.24638,0.76886,1.18017,0.003763,0.003763,0.003763
128,13344.9,1.16665,0.71442,1.14925,0.71779,0.67144,0.7032,0.39722,1.26141,0.77675,1.17376,0.0037135,0.0037135,0.0037135
129,13447.9,1.15842,0.7116,1.14803,0.70784,0.66815,0.69733,0.39918,1.25523,0.77041,1.17032,0.003664,0.003664,0.003664
130,13550.1,1.17402,0.70557,1.14835,0.70685,0.67538,0.70402,0.40054,1.23922,0.76137,1.17147,0.0036145,0.0036145,0.0036145
131,13653.9,1.1492,0.71184,1.13404,0.71145,0.67144,0.69945,0.40171,1.24152,0.76549,1.1718,0.003565,0.003565,0.003565
132,13758.1,1.15016,0.7026,1.14019,0.69736,0.68032,0.69996,0.3994,1.2512,0.75058,1.18171,0.0035155,0.0035155,0.0035155
133,13861.3,1.17395,0.70211,1.13461,0.70436,0.67583,0.69892,0.39834,1.25368,0.7689,1.17382,0.003466,0.003466,0.003466
134,13966.1,1.1426,0.68663,1.12855,0.72004,0.6744,0.70077,0.39814,1.25619,0.76933,1.17015,0.0034165,0.0034165,0.0034165
135,14070.1,1.14057,0.69097,1.13841,0.7172,0.66798,0.69926,0.39567,1.2596,0.75903,1.1774,0.003367,0.003367,0.003367
136,14174.5,1.13587,0.70731,1.13835,0.71372,0.667,0.69679,0.39441,1.26091,0.75698,1.17726,0.0033175,0.0033175,0.0033175
137,14278.2,1.11327,0.67762,1.12343,0.71533,0.66256,0.70059,0.39618,1.24947,0.7599,1.17225,0.003268,0.003268,0.003268
138,14381.2,1.14797,0.68832,1.11815,0.70081,0.68409,0.70156,0.3966,1.25513,0.76636,1.18326,0.0032185,0.0032185,0.0032185
139,14483.8,1.10257,0.6743,1.1254,0.70449,0.6739,0.69786,0.39422,1.25036,0.77339,1.18111,0.003169,0.003169,0.003169
140,14586.6,1.09079,0.66414,1.11646,0.70823,0.67933,0.69834,0.39572,1.2477,0.76169,1.18533,0.0031195,0.0031195,0.0031195
141,14691.2,1.13832,0.68447,1.1246,0.71936,0.67144,0.70693,0.40021,1.24715,0.76244,1.18084,0.00307,0.00307,0.00307
142,14795.4,1.1213,0.66952,1.12392,0.73078,0.6596,0.70317,0.39967,1.24156,0.76395,1.17971,0.0030205,0.0030205,0.0030205
