epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
84,6070.86,1.33885,0.91218,1.32906,0.67733,0.62355,0.66866,0.3488,1.43654,0.9431,1.36713,0.0011783,0.0011783,0.0011783
85,6143.61,1.36898,0.89938,1.30792,0.68796,0.60263,0.66349,0.35799,1.42368,0.93887,1.35257,0.0011684,0.0011684,0.0011684
86,6215.66,1.35945,0.883,1.31961,0.71778,0.61813,0.68182,0.35701,1.43193,0.92592,1.34815,0.0011585,0.0011585,0.0011585
87,6287.04,1.38772,0.88353,1.30757,0.71082,0.62355,0.66975,0.35429,1.44776,0.94645,1.36151,0.0011486,0.0011486,0.0011486
88,6358.81,1.36108,0.89294,1.31174,0.69986,0.6158,0.67253,0.34996,1.46554,0.92626,1.38139,0.0011387,0.0011387,0.0011387
89,6429.85,1.3521,0.85711,1.29849,0.70268,0.6251,0.67556,0.3588,1.4128,0.92109,1.3534,0.0011288,0.0011288,0.0011288
90,6502.82,1.3525,0.87737,1.30391,0.68626,0.63198,0.66956,0.35644,1.40871,0.96193,1.34292,0.0011189,0.0011189,0.0011189
91,6573.47,1.35101,0.88835,1.30724,0.66931,0.64214,0.66246,0.35571,1.43006,0.9174,1.37482,0.001109,0.001109,0.001109
92,6645.84,1.33034,0.85733,1.30008,0.69547,0.62355,0.67561,0.35956,1.43338,0.91879,1.37084,0.0010991,0.0010991,0.0010991
93,6718.03,1.32297,0.87098,1.2958,0.70749,0.59024,0.65716,0.34861,1.43771,0.93868,1.37455,0.0010892,0.0010892,0.0010892
94,6789.53,1.30251,0.85686,1.29328,0.69189,0.63052,0.67385,0.35351,1.43745,0.91563,1.37158,0.0010793,0.0010793,0.0010793
95,6862.51,1.29452,0.85363,1.27712,0.71332,0.61348,0.67099,0.34875,1.43299,0.90197,1.36493,0.0010694,0.0010694,0.0010694
96,6934.06,1.28441,0.84495,1.28795,0.67333,0.6282,0.65783,0.34487,1.43286,0.93519,1.36599,0.0010595,0.0010595,0.0010595
97,7004.22,1.29693,0.84705,1.27061,0.7239,0.61739,0.67554,0.35114,1.42101,0.91724,1.37574,0.0010496,0.0010496,0.0010496
98,7076.72,1.28531,0.82745,1.27182,0.66969,0.64231,0.66792,0.36014,1.42275,0.91822,1.37447,0.0010397,0.0010397,0.0010397
99,7147.66,1.27472,0.82729,1.26822,0.70419,0.60728,0.66585,0.34577,1.43597,0.94914,1.3793,0.0010298,0.0010298,0.0010298
100,7219.03,1.27531,0.82994,1.27242,0.6919,0.62045,0.6704,0.35343,1.42821,0.92166,1.38341,0.0010199,0.0010199,0.0010199
101,7291.09,1.28114,0.8097,1.25722,0.72214,0.61503,0.68332,0.36296,1.42191,0.89316,1.38077,0.00101,0.00101,0.00101
102,7363.9,1.27568,0.81552,1.2524,0.74692,0.60031,0.67616,0.35399,1.42751,0.89858,1.37936,0.0010001,0.0010001,0.0010001
103,7435.23,1.2914,0.81626,1.28353,0.70711,0.62122,0.67845,0.34918,1.45852,0.914,1.38115,0.0009902,0.0009902,0.0009902
104,7508.97,1.26153,0.79609,1.25227,0.66878,0.64751,0.67614,0.35596,1.42793,0.92186,1.3789,0.0009803,0.0009803,0.0009803
105,7580.58,1.27593,0.81105,1.24954,0.70844,0.63672,0.68337,0.35706,1.42724,0.90225,1.38252,0.0009704,0.0009704,0.0009704
106,7652.15,1.25223,0.80413,1.25212,0.70785,0.62355,0.68065,0.36177,1.42239,0.87771,1.38368,0.0009605,0.0009605,0.0009605
107,7725.12,1.27267,0.80474,1.24156,0.67484,0.64988,0.67862,0.35861,1.42362,0.89873,1.3894,0.0009506,0.0009506,0.0009506
108,7797.32,1.24598,0.78987,1.24546,0.68648,0.63942,0.67632,0.35972,1.42141,0.89465,1.3786,0.0009407,0.0009407,0.0009407
109,7868.8,1.22092,0.78229,1.23377,0.68662,0.62284,0.66333,0.35218,1.43178,0.90797,1.39022,0.0009308,0.0009308,0.0009308
